gene_ID_or_name,ref,chr,Ensemble_transcript_strand,coordinate,type
ENST00000613204,ensembl_GRCh38_latest,KI270734.1,1,136992,start_of_STOP
ENST00000617983,ensembl_GRCh38_latest,KI270734.1,1,72840,end_of_ATG
ENST00000617983,ensembl_GRCh38_latest,KI270734.1,1,74122,start_of_STOP
ENST00000612465,ensembl_GRCh38_latest,GL000195.1,-1,49115,end_of_ATG
ENST00000612465,ensembl_GRCh38_latest,GL000195.1,-1,44726,start_of_STOP
ENST00000613230,ensembl_GRCh38_latest,GL000194.1,-1,54019,end_of_ATG
ENST00000613230,ensembl_GRCh38_latest,GL000194.1,-1,53649,start_of_STOP
ENST00000400754,ensembl_GRCh38_latest,GL000194.1,-1,112846,end_of_ATG
ENST00000400754,ensembl_GRCh38_latest,GL000194.1,-1,54733,start_of_STOP
ENST00000612919,ensembl_GRCh38_latest,GL000219.1,-1,83309,end_of_ATG
ENST00000612919,ensembl_GRCh38_latest,GL000219.1,-1,54226,start_of_STOP
ENST00000619792,ensembl_GRCh38_latest,KI270731.1,-1,12572,end_of_ATG
ENST00000619792,ensembl_GRCh38_latest,KI270731.1,-1,11290,start_of_STOP
ENST00000601199,ensembl_GRCh38_latest,KI270713.1,1,35409,end_of_ATG
ENST00000601199,ensembl_GRCh38_latest,KI270713.1,1,35914,start_of_STOP
ENST00000612315,ensembl_GRCh38_latest,KI270713.1,-1,32370,end_of_ATG
ENST00000612315,ensembl_GRCh38_latest,KI270713.1,-1,31844,start_of_STOP
ENST00000612848,ensembl_GRCh38_latest,KI270721.1,1,2678,end_of_ATG
ENST00000612848,ensembl_GRCh38_latest,KI270721.1,1,11613,start_of_STOP
ENST00000612565,ensembl_GRCh38_latest,GL000218.1,-1,54212,end_of_ATG
ENST00000612565,ensembl_GRCh38_latest,GL000218.1,-1,53485,start_of_STOP
ENST00000618003,ensembl_GRCh38_latest,KI270726.1,1,41446,end_of_ATG
ENST00000618003,ensembl_GRCh38_latest,KI270726.1,1,41874,start_of_STOP
ENST00000619729,ensembl_GRCh38_latest,KI270726.1,1,26243,end_of_ATG
ENST00000619729,ensembl_GRCh38_latest,KI270726.1,1,26532,start_of_STOP
ENST00000616638,ensembl_GRCh38_latest,KI270728.1,1,17266,end_of_ATG
ENST00000616638,ensembl_GRCh38_latest,KI270728.1,1,18364,start_of_STOP
ENST00000613216,ensembl_GRCh38_latest,KI270728.1,-1,1147588,end_of_ATG
ENST00000613216,ensembl_GRCh38_latest,KI270728.1,-1,1140967,start_of_STOP
ENST00000621028,ensembl_GRCh38_latest,KI270728.1,-1,936434,end_of_ATG
ENST00000621028,ensembl_GRCh38_latest,KI270728.1,-1,934884,start_of_STOP
ENST00000611746,ensembl_GRCh38_latest,KI270728.1,1,1270986,end_of_ATG
ENST00000611746,ensembl_GRCh38_latest,KI270728.1,1,1271269,start_of_STOP
ENST00000303728,ensembl_GRCh38_latest,Y,1,22501567,end_of_ATG
ENST00000303728,ensembl_GRCh38_latest,Y,1,22514068,start_of_STOP
ENST00000338981,ensembl_GRCh38_latest,Y,1,12709450,end_of_ATG
ENST00000338981,ensembl_GRCh38_latest,Y,1,12859414,start_of_STOP
ENST00000303804,ensembl_GRCh38_latest,Y,-1,22084837,end_of_ATG
ENST00000303804,ensembl_GRCh38_latest,Y,-1,22072325,start_of_STOP
ENST00000361365,ensembl_GRCh38_latest,Y,1,20575874,end_of_ATG
ENST00000361365,ensembl_GRCh38_latest,Y,1,20592344,start_of_STOP
ENST00000331070,ensembl_GRCh38_latest,Y,1,22992346,end_of_ATG
ENST00000331070,ensembl_GRCh38_latest,Y,1,22998266,start_of_STOP
ENST00000440215,ensembl_GRCh38_latest,Y,1,9487315,end_of_ATG
ENST00000440215,ensembl_GRCh38_latest,Y,1,9489891,start_of_STOP
ENST00000428845,ensembl_GRCh38_latest,Y,1,9527928,end_of_ATG
ENST00000428845,ensembl_GRCh38_latest,Y,1,9530486,start_of_STOP
ENST00000451548,ensembl_GRCh38_latest,Y,1,9467003,end_of_ATG
ENST00000451548,ensembl_GRCh38_latest,Y,1,9469559,start_of_STOP
ENST00000400457,ensembl_GRCh38_latest,Y,1,5056826,end_of_ATG
ENST00000400457,ensembl_GRCh38_latest,Y,1,5737940,start_of_STOP
ENST00000250831,ensembl_GRCh38_latest,Y,1,22405450,end_of_ATG
ENST00000250831,ensembl_GRCh38_latest,Y,1,22417601,start_of_STOP
ENST00000361963,ensembl_GRCh38_latest,Y,1,25622445,end_of_ATG
ENST00000361963,ensembl_GRCh38_latest,Y,1,25624063,start_of_STOP
ENST00000382680,ensembl_GRCh38_latest,Y,-1,21892511,end_of_ATG
ENST00000382680,ensembl_GRCh38_latest,Y,-1,21880356,start_of_STOP
ENST00000382392,ensembl_GRCh38_latest,Y,1,24626087,end_of_ATG
ENST00000382392,ensembl_GRCh38_latest,Y,1,24632008,start_of_STOP
ENST00000304790,ensembl_GRCh38_latest,Y,-1,18773616,end_of_ATG
ENST00000304790,ensembl_GRCh38_latest,Y,-1,18771937,start_of_STOP
ENST00000317961,ensembl_GRCh38_latest,Y,-1,19744532,end_of_ATG
ENST00000317961,ensembl_GRCh38_latest,Y,-1,19705997,start_of_STOP
ENST00000307393,ensembl_GRCh38_latest,Y,1,18546790,end_of_ATG
ENST00000307393,ensembl_GRCh38_latest,Y,1,18548469,start_of_STOP
ENST00000321217,ensembl_GRCh38_latest,Y,1,3579247,end_of_ATG
ENST00000321217,ensembl_GRCh38_latest,Y,1,3579800,start_of_STOP
ENST00000303766,ensembl_GRCh38_latest,Y,-1,22180967,end_of_ATG
ENST00000303766,ensembl_GRCh38_latest,Y,-1,22168822,start_of_STOP
ENST00000250838,ensembl_GRCh38_latest,Y,1,18026117,end_of_ATG
ENST00000250838,ensembl_GRCh38_latest,Y,1,18027738,start_of_STOP
ENST00000382407,ensembl_GRCh38_latest,Y,-1,24047686,end_of_ATG
ENST00000382407,ensembl_GRCh38_latest,Y,-1,24046068,start_of_STOP
ENST00000382287,ensembl_GRCh38_latest,Y,-1,25044021,end_of_ATG
ENST00000382287,ensembl_GRCh38_latest,Y,-1,25038100,start_of_STOP
ENST00000682740,ensembl_GRCh38_latest,Y,1,24840733,end_of_ATG
ENST00000682740,ensembl_GRCh38_latest,Y,1,24901173,start_of_STOP
ENST00000382867,ensembl_GRCh38_latest,Y,-1,17879890,end_of_ATG
ENST00000382867,ensembl_GRCh38_latest,Y,-1,17878269,start_of_STOP
ENST00000383070,ensembl_GRCh38_latest,Y,-1,2787601,end_of_ATG
ENST00000383070,ensembl_GRCh38_latest,Y,-1,2786991,start_of_STOP
ENST00000250784,ensembl_GRCh38_latest,Y,1,2842167,end_of_ATG
ENST00000250784,ensembl_GRCh38_latest,Y,1,2866892,start_of_STOP
ENST00000155093,ensembl_GRCh38_latest,Y,1,2953939,end_of_ATG
ENST00000155093,ensembl_GRCh38_latest,Y,1,2979991,start_of_STOP
ENST00000336079,ensembl_GRCh38_latest,Y,1,12904939,end_of_ATG
ENST00000336079,ensembl_GRCh38_latest,Y,1,12918120,start_of_STOP
ENST00000545955,ensembl_GRCh38_latest,Y,-1,13479663,end_of_ATG
ENST00000545955,ensembl_GRCh38_latest,Y,-1,13249858,start_of_STOP
ENST00000284856,ensembl_GRCh38_latest,Y,1,13704338,end_of_ATG
ENST00000284856,ensembl_GRCh38_latest,Y,1,13705257,start_of_STOP
ENST00000250825,ensembl_GRCh38_latest,Y,-1,13986438,end_of_ATG
ENST00000250825,ensembl_GRCh38_latest,Y,-1,13985873,start_of_STOP
ENST00000382365,ensembl_GRCh38_latest,Y,-1,24813183,end_of_ATG
ENST00000382365,ensembl_GRCh38_latest,Y,-1,24768936,start_of_STOP
ENST00000405239,ensembl_GRCh38_latest,Y,-1,23198798,end_of_ATG
ENST00000405239,ensembl_GRCh38_latest,Y,-1,23135212,start_of_STOP
ENST00000651267,ensembl_GRCh38_latest,Y,-1,6872606,end_of_ATG
ENST00000651267,ensembl_GRCh38_latest,Y,-1,6866075,start_of_STOP
ENST00000383032,ensembl_GRCh38_latest,Y,1,7025087,end_of_ATG
ENST00000383032,ensembl_GRCh38_latest,Y,1,7091490,start_of_STOP
ENST00000382440,ensembl_GRCh38_latest,Y,1,23226346,end_of_ATG
ENST00000382440,ensembl_GRCh38_latest,Y,1,23285499,start_of_STOP
ENST00000320701,ensembl_GRCh38_latest,Y,1,6246271,end_of_ATG
ENST00000320701,ensembl_GRCh38_latest,Y,1,6248823,start_of_STOP
ENST00000426950,ensembl_GRCh38_latest,Y,1,9337512,end_of_ATG
ENST00000426950,ensembl_GRCh38_latest,Y,1,9340088,start_of_STOP
ENST00000287721,ensembl_GRCh38_latest,Y,1,9357845,end_of_ATG
ENST00000287721,ensembl_GRCh38_latest,Y,1,9360403,start_of_STOP
ENST00000457222,ensembl_GRCh38_latest,Y,1,9398469,end_of_ATG
ENST00000457222,ensembl_GRCh38_latest,Y,1,9401027,start_of_STOP
ENST00000382659,ensembl_GRCh38_latest,Y,-1,21916052,end_of_ATG
ENST00000382659,ensembl_GRCh38_latest,Y,-1,21903898,start_of_STOP
ENST00000684976,ensembl_GRCh38_latest,Y,1,14622122,end_of_ATG
ENST00000684976,ensembl_GRCh38_latest,Y,1,14841260,start_of_STOP
ENST00000250823,ensembl_GRCh38_latest,Y,1,14056292,end_of_ATG
ENST00000250823,ensembl_GRCh38_latest,Y,1,14056857,start_of_STOP
ENST00000629237,ensembl_GRCh38_latest,Y,1,20756780,end_of_ATG
ENST00000629237,ensembl_GRCh38_latest,Y,1,20781030,start_of_STOP
ENST00000383020,ensembl_GRCh38_latest,Y,1,21513353,end_of_ATG
ENST00000383020,ensembl_GRCh38_latest,Y,1,21525506,start_of_STOP
ENST00000382707,ensembl_GRCh38_latest,Y,1,21536894,end_of_ATG
ENST00000382707,ensembl_GRCh38_latest,Y,1,21549046,start_of_STOP
ENST00000382071,ensembl_GRCh38_latest,13,1,24316006,end_of_ATG
ENST00000382071,ensembl_GRCh38_latest,13,1,24321766,start_of_STOP
ENST00000381989,ensembl_GRCh38_latest,13,-1,24503774,end_of_ATG
ENST00000381989,ensembl_GRCh38_latest,13,-1,24421121,start_of_STOP
ENST00000382172,ensembl_GRCh38_latest,13,-1,23889318,end_of_ATG
ENST00000382172,ensembl_GRCh38_latest,13,-1,23730350,start_of_STOP
ENST00000255324,ensembl_GRCh38_latest,13,1,24764206,end_of_ATG
ENST00000255324,ensembl_GRCh38_latest,13,1,24879283,start_of_STOP
ENST00000380842,ensembl_GRCh38_latest,13,1,28662412,end_of_ATG
ENST00000380842,ensembl_GRCh38_latest,13,1,28678100,start_of_STOP
ENST00000380615,ensembl_GRCh38_latest,13,-1,30283775,end_of_ATG
ENST00000380615,ensembl_GRCh38_latest,13,-1,30208542,start_of_STOP
ENST00000635918,ensembl_GRCh38_latest,13,1,30427993,end_of_ATG
ENST00000635918,ensembl_GRCh38_latest,13,1,30428453,start_of_STOP
ENST00000255465,ensembl_GRCh38_latest,13,1,36432624,end_of_ATG
ENST00000255465,ensembl_GRCh38_latest,13,1,36442663,start_of_STOP
ENST00000255304,ensembl_GRCh38_latest,13,1,30621143,end_of_ATG
ENST00000255304,ensembl_GRCh38_latest,13,1,30659354,start_of_STOP
ENST00000332715,ensembl_GRCh38_latest,13,-1,27988635,end_of_ATG
ENST00000332715,ensembl_GRCh38_latest,13,-1,27978108,start_of_STOP
ENST00000341423,ensembl_GRCh38_latest,13,-1,30463678,end_of_ATG
ENST00000341423,ensembl_GRCh38_latest,13,-1,30461359,start_of_STOP
ENST00000379881,ensembl_GRCh38_latest,13,-1,36214524,end_of_ATG
ENST00000379881,ensembl_GRCh38_latest,13,-1,36169036,start_of_STOP
ENST00000379151,ensembl_GRCh38_latest,13,1,44989657,end_of_ATG
ENST00000379151,ensembl_GRCh38_latest,13,1,45028001,start_of_STOP
ENST00000382141,ensembl_GRCh38_latest,13,1,24222932,end_of_ATG
ENST00000382141,ensembl_GRCh38_latest,13,1,24316005,start_of_STOP
ENST00000320027,ensembl_GRCh38_latest,13,-1,31161580,end_of_ATG
ENST00000320027,ensembl_GRCh38_latest,13,-1,31137320,start_of_STOP
ENST00000379161,ensembl_GRCh38_latest,13,-1,44989434,end_of_ATG
ENST00000379161,ensembl_GRCh38_latest,13,-1,44941208,start_of_STOP
ENST00000261667,ensembl_GRCh38_latest,13,-1,49792504,end_of_ATG
ENST00000261667,ensembl_GRCh38_latest,13,-1,49701802,start_of_STOP
ENST00000298248,ensembl_GRCh38_latest,13,-1,20525792,end_of_ATG
ENST00000298248,ensembl_GRCh38_latest,13,-1,20404131,start_of_STOP
ENST00000381020,ensembl_GRCh38_latest,13,-1,27969004,end_of_ATG
ENST00000381020,ensembl_GRCh38_latest,13,-1,27963117,start_of_STOP
ENST00000380958,ensembl_GRCh38_latest,13,1,28138660,end_of_ATG
ENST00000380958,ensembl_GRCh38_latest,13,1,28292520,start_of_STOP
ENST00000409308,ensembl_GRCh38_latest,13,-1,49382908,end_of_ATG
ENST00000409308,ensembl_GRCh38_latest,13,-1,49310816,start_of_STOP
ENST00000338625,ensembl_GRCh38_latest,13,1,40793229,end_of_ATG
ENST00000338625,ensembl_GRCh38_latest,13,1,40809665,start_of_STOP
ENST00000379221,ensembl_GRCh38_latest,13,1,43023629,end_of_ATG
ENST00000379221,ensembl_GRCh38_latest,13,1,43107246,start_of_STOP
ENST00000405846,ensembl_GRCh38_latest,13,-1,26759825,end_of_ATG
ENST00000405846,ensembl_GRCh38_latest,13,-1,26758825,start_of_STOP
ENST00000340473,ensembl_GRCh38_latest,13,1,45120658,end_of_ATG
ENST00000340473,ensembl_GRCh38_latest,13,1,45283559,start_of_STOP
ENST00000335327,ensembl_GRCh38_latest,13,1,26642273,end_of_ATG
ENST00000335327,ensembl_GRCh38_latest,13,1,26685843,start_of_STOP
ENST00000379747,ensembl_GRCh38_latest,13,-1,37598724,end_of_ATG
ENST00000379747,ensembl_GRCh38_latest,13,-1,37563335,start_of_STOP
ENST00000379179,ensembl_GRCh38_latest,13,1,44374028,end_of_ATG
ENST00000379179,ensembl_GRCh38_latest,13,1,44397310,start_of_STOP
ENST00000492622,ensembl_GRCh38_latest,13,1,49006193,end_of_ATG
ENST00000492622,ensembl_GRCh38_latest,13,1,49207393,start_of_STOP
ENST00000511166,ensembl_GRCh38_latest,13,-1,36283604,end_of_ATG
ENST00000511166,ensembl_GRCh38_latest,13,-1,36169036,start_of_STOP
ENST00000379589,ensembl_GRCh38_latest,13,-1,39601214,end_of_ATG
ENST00000379589,ensembl_GRCh38_latest,13,-1,39343938,start_of_STOP
ENST00000611641,ensembl_GRCh38_latest,13,1,63746803,end_of_ATG
ENST00000611641,ensembl_GRCh38_latest,13,1,63747188,start_of_STOP
ENST00000025301,ensembl_GRCh38_latest,13,1,42286351,end_of_ATG
ENST00000025301,ensembl_GRCh38_latest,13,1,42319226,start_of_STOP
ENST00000400419,ensembl_GRCh38_latest,13,-1,44160853,end_of_ATG
ENST00000400419,ensembl_GRCh38_latest,13,-1,44143920,start_of_STOP
ENST00000377818,ensembl_GRCh38_latest,13,-1,72727600,end_of_ATG
ENST00000377818,ensembl_GRCh38_latest,13,-1,72710324,start_of_STOP
ENST00000409204,ensembl_GRCh38_latest,13,-1,61415156,end_of_ATG
ENST00000409204,ensembl_GRCh38_latest,13,-1,61411245,start_of_STOP
ENST00000352251,ensembl_GRCh38_latest,13,-1,39037240,end_of_ATG
ENST00000352251,ensembl_GRCh38_latest,13,-1,39011367,start_of_STOP
ENST00000298738,ensembl_GRCh38_latest,13,-1,45597003,end_of_ATG
ENST00000298738,ensembl_GRCh38_latest,13,-1,45541464,start_of_STOP
ENST00000380099,ensembl_GRCh38_latest,13,1,33016443,end_of_ATG
ENST00000380099,ensembl_GRCh38_latest,13,1,33064184,start_of_STOP
ENST00000377942,ensembl_GRCh38_latest,13,-1,52848434,end_of_ATG
ENST00000377942,ensembl_GRCh38_latest,13,-1,52844562,start_of_STOP
ENST00000326291,ensembl_GRCh38_latest,13,1,72783472,end_of_ATG
ENST00000326291,ensembl_GRCh38_latest,13,1,73015917,start_of_STOP
ENST00000390667,ensembl_GRCh38_latest,13,1,72728943,end_of_ATG
ENST00000390667,ensembl_GRCh38_latest,13,1,72755214,start_of_STOP
ENST00000377844,ensembl_GRCh38_latest,13,-1,70107697,end_of_ATG
ENST00000377844,ensembl_GRCh38_latest,13,-1,69701704,start_of_STOP
ENST00000381140,ensembl_GRCh38_latest,13,1,27424740,end_of_ATG
ENST00000381140,ensembl_GRCh38_latest,13,1,27435595,start_of_STOP
ENST00000377962,ensembl_GRCh38_latest,13,-1,52739699,end_of_ATG
ENST00000377962,ensembl_GRCh38_latest,13,-1,52703597,start_of_STOP
ENST00000343307,ensembl_GRCh38_latest,13,1,31200087,end_of_ATG
ENST00000343307,ensembl_GRCh38_latest,13,1,31329666,start_of_STOP
ENST00000627615,ensembl_GRCh38_latest,13,1,43883802,end_of_ATG
ENST00000627615,ensembl_GRCh38_latest,13,1,43890110,start_of_STOP
ENST00000239882,ensembl_GRCh38_latest,13,-1,40982052,end_of_ATG
ENST00000239882,ensembl_GRCh38_latest,13,-1,40933427,start_of_STOP
ENST00000349847,ensembl_GRCh38_latest,13,1,77555878,end_of_ATG
ENST00000349847,ensembl_GRCh38_latest,13,1,77644272,start_of_STOP
ENST00000458659,ensembl_GRCh38_latest,13,-1,44576072,end_of_ATG
ENST00000458659,ensembl_GRCh38_latest,13,-1,44434628,start_of_STOP
ENST00000280481,ensembl_GRCh38_latest,13,1,38687347,end_of_ATG
ENST00000280481,ensembl_GRCh38_latest,13,1,38880785,start_of_STOP
ENST00000377930,ensembl_GRCh38_latest,13,1,57147877,end_of_ATG
ENST00000377930,ensembl_GRCh38_latest,13,1,57149559,start_of_STOP
ENST00000377636,ensembl_GRCh38_latest,13,-1,75481765,end_of_ATG
ENST00000377636,ensembl_GRCh38_latest,13,-1,75286794,start_of_STOP
ENST00000452123,ensembl_GRCh38_latest,13,1,57161021,end_of_ATG
ENST00000452123,ensembl_GRCh38_latest,13,1,57162703,start_of_STOP
ENST00000377104,ensembl_GRCh38_latest,13,-1,80337703,end_of_ATG
ENST00000377104,ensembl_GRCh38_latest,13,-1,80336760,start_of_STOP
ENST00000434815,ensembl_GRCh38_latest,13,1,57167586,end_of_ATG
ENST00000434815,ensembl_GRCh38_latest,13,1,57169268,start_of_STOP
ENST00000400256,ensembl_GRCh38_latest,18,-1,500512,end_of_ATG
ENST00000400256,ensembl_GRCh38_latest,18,-1,320047,start_of_STOP
ENST00000239878,ensembl_GRCh38_latest,13,1,38349922,end_of_ATG
ENST00000239878,ensembl_GRCh38_latest,13,1,38360776,start_of_STOP
ENST00000526991,ensembl_GRCh38_latest,18,1,11851514,end_of_ATG
ENST00000526991,ensembl_GRCh38_latest,18,1,11852109,start_of_STOP
ENST00000613252,ensembl_GRCh38_latest,13,-1,71866767,end_of_ATG
ENST00000613252,ensembl_GRCh38_latest,13,-1,71440657,start_of_STOP
ENST00000269159,ensembl_GRCh38_latest,18,1,11981672,end_of_ATG
ENST00000269159,ensembl_GRCh38_latest,18,1,12030456,start_of_STOP
ENST00000377687,ensembl_GRCh38_latest,13,1,73059330,end_of_ATG
ENST00000377687,ensembl_GRCh38_latest,13,1,73075884,start_of_STOP
ENST00000310521,ensembl_GRCh38_latest,13,1,45702393,end_of_ATG
ENST00000310521,ensembl_GRCh38_latest,13,1,45714370,start_of_STOP
ENST00000261296,ensembl_GRCh38_latest,13,-1,94596134,end_of_ATG
ENST00000261296,ensembl_GRCh38_latest,13,-1,94574784,start_of_STOP
ENST00000315677,ensembl_GRCh38_latest,18,-1,3880066,end_of_ATG
ENST00000315677,ensembl_GRCh38_latest,18,-1,3499187,start_of_STOP
ENST00000282397,ensembl_GRCh38_latest,13,-1,28494841,end_of_ATG
ENST00000282397,ensembl_GRCh38_latest,13,-1,28303169,start_of_STOP
ENST00000578921,ensembl_GRCh38_latest,18,1,9708408,end_of_ATG
ENST00000578921,ensembl_GRCh38_latest,18,1,9859323,start_of_STOP
ENST00000403766,ensembl_GRCh38_latest,13,1,99200911,end_of_ATG
ENST00000403766,ensembl_GRCh38_latest,13,1,99385333,start_of_STOP
ENST00000380071,ensembl_GRCh38_latest,13,1,33818181,end_of_ATG
ENST00000380071,ensembl_GRCh38_latest,13,1,33836293,start_of_STOP
ENST00000377028,ensembl_GRCh38_latest,13,-1,94479253,end_of_ATG
ENST00000377028,ensembl_GRCh38_latest,13,-1,94439900,start_of_STOP
ENST00000377208,ensembl_GRCh38_latest,13,-1,78603324,end_of_ATG
ENST00000377208,ensembl_GRCh38_latest,13,-1,78601417,start_of_STOP
ENST00000314574,ensembl_GRCh38_latest,18,-1,756825,end_of_ATG
ENST00000314574,ensembl_GRCh38_latest,18,-1,724426,start_of_STOP
ENST00000376387,ensembl_GRCh38_latest,13,1,99501609,end_of_ATG
ENST00000376387,ensembl_GRCh38_latest,13,1,99562756,start_of_STOP
ENST00000300249,ensembl_GRCh38_latest,18,1,35041542,end_of_ATG
ENST00000300249,ensembl_GRCh38_latest,18,1,35140367,start_of_STOP
ENST00000418532,ensembl_GRCh38_latest,13,1,77697916,end_of_ATG
ENST00000418532,ensembl_GRCh38_latest,13,1,77763218,start_of_STOP
ENST00000359963,ensembl_GRCh38_latest,22,-1,16592548,end_of_ATG
ENST00000359963,ensembl_GRCh38_latest,22,-1,16590879,start_of_STOP
ENST00000612978,ensembl_GRCh38_latest,22,1,18527983,end_of_ATG
ENST00000612978,ensembl_GRCh38_latest,22,1,18530457,start_of_STOP
ENST00000284885,ensembl_GRCh38_latest,21,-1,18403620,end_of_ATG
ENST00000284885,ensembl_GRCh38_latest,21,-1,18269971,start_of_STOP
ENST00000317615,ensembl_GRCh38_latest,18,1,12703110,end_of_ATG
ENST00000317615,ensembl_GRCh38_latest,18,1,12725529,start_of_STOP
ENST00000327606,ensembl_GRCh38_latest,18,-1,13885516,end_of_ATG
ENST00000327606,ensembl_GRCh38_latest,18,-1,13884627,start_of_STOP
ENST00000382108,ensembl_GRCh38_latest,13,1,24222932,end_of_ATG
ENST00000382108,ensembl_GRCh38_latest,13,1,24302771,start_of_STOP
ENST00000359358,ensembl_GRCh38_latest,18,-1,32770589,end_of_ATG
ENST00000359358,ensembl_GRCh38_latest,18,-1,32674659,start_of_STOP
ENST00000255882,ensembl_GRCh38_latest,22,-1,20858723,end_of_ATG
ENST00000255882,ensembl_GRCh38_latest,22,-1,20708049,start_of_STOP
ENST00000379600,ensembl_GRCh38_latest,13,1,39038642,end_of_ATG
ENST00000379600,ensembl_GRCh38_latest,13,1,39047924,start_of_STOP
ENST00000284878,ensembl_GRCh38_latest,21,1,17513132,end_of_ATG
ENST00000284878,ensembl_GRCh38_latest,21,1,17565690,start_of_STOP
ENST00000219022,ensembl_GRCh38_latest,13,1,53028839,end_of_ATG
ENST00000219022,ensembl_GRCh38_latest,13,1,53050769,start_of_STOP
ENST00000377931,ensembl_GRCh38_latest,13,1,57141307,end_of_ATG
ENST00000377931,ensembl_GRCh38_latest,13,1,57142989,start_of_STOP
ENST00000493196,ensembl_GRCh38_latest,21,-1,29019275,end_of_ATG
ENST00000493196,ensembl_GRCh38_latest,21,-1,29006419,start_of_STOP
ENST00000652479,ensembl_GRCh38_latest,22,-1,21361297,end_of_ATG
ENST00000652479,ensembl_GRCh38_latest,22,-1,21360603,start_of_STOP
ENST00000334046,ensembl_GRCh38_latest,21,-1,30541831,end_of_ATG
ENST00000334046,ensembl_GRCh38_latest,21,-1,30541659,start_of_STOP
ENST00000318388,ensembl_GRCh38_latest,18,1,9102746,end_of_ATG
ENST00000318388,ensembl_GRCh38_latest,18,1,9134277,start_of_STOP
ENST00000619998,ensembl_GRCh38_latest,22,-1,18517895,end_of_ATG
ENST00000619998,ensembl_GRCh38_latest,22,-1,18516503,start_of_STOP
ENST00000651721,ensembl_GRCh38_latest,13,1,97976699,end_of_ATG
ENST00000651721,ensembl_GRCh38_latest,13,1,98021820,start_of_STOP
ENST00000427926,ensembl_GRCh38_latest,22,-1,19291639,end_of_ATG
ENST00000427926,ensembl_GRCh38_latest,22,-1,19180221,start_of_STOP
ENST00000399928,ensembl_GRCh38_latest,21,1,29133347,end_of_ATG
ENST00000399928,ensembl_GRCh38_latest,21,1,29174890,start_of_STOP
ENST00000330798,ensembl_GRCh38_latest,21,1,30635266,end_of_ATG
ENST00000330798,ensembl_GRCh38_latest,21,1,30635459,start_of_STOP
ENST00000652395,ensembl_GRCh38_latest,22,1,18633986,end_of_ATG
ENST00000652395,ensembl_GRCh38_latest,22,1,18634680,start_of_STOP
ENST00000619918,ensembl_GRCh38_latest,22,-1,18611432,end_of_ATG
ENST00000619918,ensembl_GRCh38_latest,22,-1,18606517,start_of_STOP
ENST00000334055,ensembl_GRCh38_latest,21,-1,30487346,end_of_ATG
