Gene stable ID,Gene stable ID version,Transcript stable ID,Ensembl_ID,Transcript stable ID version,Ensembl Canonical,Gene type
ENSG00000278306,ENSG00000278306.1,ENST00000613265,ENST00000613265,ENST00000613265.1,1,protein_coding
ENSG00000275407,ENSG00000275407.1,ENST00000618796,ENST00000618796,ENST00000618796.1,1,protein_coding
ENSG00000273947,ENSG00000273947.5,ENST00000616520,ENST00000616520,ENST00000616520.4,1,protein_coding
ENSG00000278731,ENSG00000278731.5,ENST00000616831,ENST00000616831,ENST00000616831.4,1,protein_coding
ENSG00000278805,ENSG00000278805.1,ENST00000614564,ENST00000614564,ENST00000614564.1,1,protein_coding
ENSG00000277334,ENSG00000277334.4,ENST00000611233,ENST00000611233,ENST00000611233.4,1,protein_coding
ENSG00000275699,ENSG00000275699.4,ENST00000621258,ENST00000621258,ENST00000621258.3,1,protein_coding
ENSG00000275237,ENSG00000275237.4,ENST00000619946,ENST00000619946,ENST00000619946.1,1,protein_coding
ENSG00000276424,ENSG00000276424.4,ENST00000618616,ENST00000618616,ENST00000618616.4,1,protein_coding
ENSG00000273735,ENSG00000273735.4,ENST00000620501,ENST00000620501,ENST00000620501.4,1,protein_coding
ENSG00000275914,ENSG00000275914.5,ENST00000618388,ENST00000618388,ENST00000618388.4,1,protein_coding
ENSG00000271254,ENSG00000271254.7,ENST00000612640,ENST00000612640,ENST00000612640.4,1,protein_coding
ENSG00000276676,ENSG00000276676.5,ENST00000615980,ENST00000615980,ENST00000615980.4,1,protein_coding
ENSG00000280663,ENSG00000280663.4,ENST00000627415,ENST00000627415,ENST00000627415.2,1,protein_coding
ENSG00000277620,ENSG00000277620.1,ENST00000614190,ENST00000614190,ENST00000614190.1,1,protein_coding
ENSG00000273575,ENSG00000273575.4,ENST00000610608,ENST00000610608,ENST00000610608.1,1,protein_coding
ENSG00000276258,ENSG00000276258.1,ENST00000619473,ENST00000619473,ENST00000619473.1,1,protein_coding
ENSG00000277317,ENSG00000277317.5,ENST00000619995,ENST00000619995,ENST00000619995.4,1,protein_coding
ENSG00000275946,ENSG00000275946.5,ENST00000614018,ENST00000614018,ENST00000614018.4,1,protein_coding
ENSG00000277044,ENSG00000277044.3,ENST00000625570,ENST00000625570,ENST00000625570.1,1,protein_coding
ENSG00000277616,ENSG00000277616.1,ENST00000612069,ENST00000612069,ENST00000612069.1,1,protein_coding
ENSG00000277339,ENSG00000277339.2,ENST00000612646,ENST00000612646,ENST00000612646.2,1,protein_coding
ENSG00000278074,ENSG00000278074.1,ENST00000618297,ENST00000618297,ENST00000618297.1,1,protein_coding
ENSG00000278207,ENSG00000278207.1,ENST00000616642,ENST00000616642,ENST00000616642.1,1,protein_coding
ENSG00000276779,ENSG00000276779.1,ENST00000618567,ENST00000618567,ENST00000618567.1,1,protein_coding
ENSG00000274189,ENSG00000274189.4,ENST00000614427,ENST00000614427,ENST00000614427.1,1,protein_coding
ENSG00000277484,ENSG00000277484.5,ENST00000611369,ENST00000611369,ENST00000611369.4,1,protein_coding
ENSG00000276433,ENSG00000276433.1,ENST00000617100,ENST00000617100,ENST00000617100.1,1,protein_coding
ENSG00000276518,ENSG00000276518.1,ENST00000614885,ENST00000614885,ENST00000614885.1,1,protein_coding
ENSG00000275511,ENSG00000275511.4,ENST00000615208,ENST00000615208,ENST00000615208.4,1,protein_coding
ENSG00000278152,ENSG00000278152.2,ENST00000616462,ENST00000616462,ENST00000616462.2,1,protein_coding
ENSG00000276930,ENSG00000276930.1,ENST00000614255,ENST00000614255,ENST00000614255.1,1,protein_coding
ENSG00000276595,ENSG00000276595.4,ENST00000617711,ENST00000617711,ENST00000617711.4,1,protein_coding
ENSG00000276423,ENSG00000276423.6,ENST00000621353,ENST00000621353,ENST00000621353.4,1,protein_coding
ENSG00000277725,ENSG00000277725.5,ENST00000611206,ENST00000611206,ENST00000611206.4,1,protein_coding
ENSG00000277355,ENSG00000277355.4,ENST00000613442,ENST00000613442,ENST00000613442.4,1,protein_coding
ENSG00000276328,ENSG00000276328.1,ENST00000619074,ENST00000619074,ENST00000619074.1,1,protein_coding
ENSG00000275732,ENSG00000275732.4,ENST00000616375,ENST00000616375,ENST00000616375.4,1,protein_coding
ENSG00000274957,ENSG00000274957.1,ENST00000612783,ENST00000612783,ENST00000612783.1,1,protein_coding
ENSG00000274406,ENSG00000274406.1,ENST00000620669,ENST00000620669,ENST00000620669.1,1,protein_coding
ENSG00000276425,ENSG00000276425.1,ENST00000611495,ENST00000611495,ENST00000611495.1,1,protein_coding
ENSG00000273510,ENSG00000273510.1,ENST00000615298,ENST00000615298,ENST00000615298.1,1,protein_coding
ENSG00000274696,ENSG00000274696.2,ENST00000613321,ENST00000613321,ENST00000613321.3,1,protein_coding
ENSG00000275421,ENSG00000275421.1,ENST00000621207,ENST00000621207,ENST00000621207.1,1,protein_coding
ENSG00000276086,ENSG00000276086.1,ENST00000617919,ENST00000617919,ENST00000617919.1,1,protein_coding
ENSG00000273526,ENSG00000273526.1,ENST00000617783,ENST00000617783,ENST00000617783.1,1,protein_coding
ENSG00000273603,ENSG00000273603.1,ENST00000618071,ENST00000618071,ENST00000618071.1,1,protein_coding
ENSG00000275433,ENSG00000275433.1,ENST00000617584,ENST00000617584,ENST00000617584.1,1,protein_coding
ENSG00000275596,ENSG00000275596.1,ENST00000613155,ENST00000613155,ENST00000613155.1,1,protein_coding
ENSG00000274948,ENSG00000274948.5,ENST00000613229,ENST00000613229,ENST00000613229.4,1,protein_coding
ENSG00000275848,ENSG00000275848.1,ENST00000614379,ENST00000614379,ENST00000614379.1,1,protein_coding
ENSG00000274830,ENSG00000274830.5,ENST00000610407,ENST00000610407,ENST00000610407.4,1,protein_coding
ENSG00000276501,ENSG00000276501.5,ENST00000619476,ENST00000619476,ENST00000619476.4,1,protein_coding
ENSG00000274782,ENSG00000274782.1,ENST00000613580,ENST00000613580,ENST00000613580.1,1,protein_coding
ENSG00000276534,ENSG00000276534.5,ENST00000618890,ENST00000618890,ENST00000618890.4,1,protein_coding
ENSG00000274518,ENSG00000274518.1,ENST00000613378,ENST00000613378,ENST00000613378.1,1,protein_coding
ENSG00000276044,ENSG00000276044.4,ENST00000622350,ENST00000622350,ENST00000622350.3,1,protein_coding
ENSG00000276858,ENSG00000276858.4,ENST00000613199,ENST00000613199,ENST00000613199.4,1,protein_coding
ENSG00000277650,ENSG00000277650.1,ENST00000619698,ENST00000619698,ENST00000619698.1,1,protein_coding
ENSG00000275288,ENSG00000275288.6,ENST00000616188,ENST00000616188,ENST00000616188.4,1,protein_coding
ENSG00000273661,ENSG00000273661.5,ENST00000614650,ENST00000614650,ENST00000614650.4,1,protein_coding
ENSG00000275659,ENSG00000275659.5,ENST00000612933,ENST00000612933,ENST00000612933.4,1,protein_coding
ENSG00000276329,ENSG00000276329.5,ENST00000620959,ENST00000620959,ENST00000620959.4,1,protein_coding
ENSG00000273775,ENSG00000273775.5,ENST00000613869,ENST00000613869,ENST00000613869.4,1,protein_coding
ENSG00000277272,ENSG00000277272.5,ENST00000612415,ENST00000612415,ENST00000612415.4,1,protein_coding
ENSG00000275276,ENSG00000275276.1,ENST00000616310,ENST00000616310,ENST00000616310.1,1,protein_coding
ENSG00000275172,ENSG00000275172.1,ENST00000618920,ENST00000618920,ENST00000618920.1,1,protein_coding
ENSG00000275436,ENSG00000275436.5,ENST00000620281,ENST00000620281,ENST00000620281.4,1,protein_coding
ENSG00000276139,ENSG00000276139.4,ENST00000614727,ENST00000614727,ENST00000614727.4,1,protein_coding
ENSG00000276876,ENSG00000276876.4,ENST00000616648,ENST00000616648,ENST00000616648.2,1,protein_coding
ENSG00000262826,ENSG00000262826.5,ENST00000576030,ENST00000576030,ENST00000576030.5,1,protein_coding
ENSG00000277193,ENSG00000277193.1,ENST00000614513,ENST00000614513,ENST00000614513.1,1,protein_coding
ENSG00000276392,ENSG00000276392.1,ENST00000617974,ENST00000617974,ENST00000617974.1,1,protein_coding
ENSG00000275018,ENSG00000275018.6,ENST00000625658,ENST00000625658,ENST00000625658.1,1,protein_coding
ENSG00000274676,ENSG00000274676.1,ENST00000611422,ENST00000611422,ENST00000611422.1,1,protein_coding
ENSG00000273578,ENSG00000273578.1,ENST00000612594,ENST00000612594,ENST00000612594.1,1,protein_coding
ENSG00000274722,ENSG00000274722.4,ENST00000617354,ENST00000617354,ENST00000617354.4,1,protein_coding
ENSG00000278755,ENSG00000278755.1,ENST00000619424,ENST00000619424,ENST00000619424.1,1,protein_coding
ENSG00000274945,ENSG00000274945.4,ENST00000613824,ENST00000613824,ENST00000613824.1,1,protein_coding
ENSG00000275786,ENSG00000275786.5,ENST00000621071,ENST00000621071,ENST00000621071.4,1,protein_coding
ENSG00000275521,ENSG00000275521.4,ENST00000616780,ENST00000616780,ENST00000616780.4,1,protein_coding
ENSG00000274724,ENSG00000274724.1,ENST00000614181,ENST00000614181,ENST00000614181.1,1,protein_coding
ENSG00000274243,ENSG00000274243.5,ENST00000619479,ENST00000619479,ENST00000619479.4,1,protein_coding
ENSG00000275080,ENSG00000275080.5,ENST00000617127,ENST00000617127,ENST00000617127.4,1,protein_coding
ENSG00000278414,ENSG00000278414.5,ENST00000610920,ENST00000610920,ENST00000610920.4,1,protein_coding
ENSG00000275717,ENSG00000275717.5,ENST00000619211,ENST00000619211,ENST00000619211.4,1,protein_coding
ENSG00000273887,ENSG00000273887.1,ENST00000615739,ENST00000615739,ENST00000615739.1,1,protein_coding
ENSG00000276450,ENSG00000276450.1,ENST00000615309,ENST00000615309,ENST00000615309.1,1,protein_coding
ENSG00000274480,ENSG00000274480.1,ENST00000612502,ENST00000612502,ENST00000612502.1,1,protein_coding
ENSG00000278369,ENSG00000278369.1,ENST00000617853,ENST00000617853,ENST00000617853.1,1,protein_coding
ENSG00000276004,ENSG00000276004.4,ENST00000622024,ENST00000622024,ENST00000622024.4,1,protein_coding
ENSG00000277964,ENSG00000277964.1,ENST00000619848,ENST00000619848,ENST00000619848.1,1,protein_coding
ENSG00000275452,ENSG00000275452.2,ENST00000613017,ENST00000613017,ENST00000613017.2,1,protein_coding
ENSG00000278850,ENSG00000278850.4,ENST00000620550,ENST00000620550,ENST00000620550.4,1,protein_coding
ENSG00000274610,ENSG00000274610.1,ENST00000621881,ENST00000621881,ENST00000621881.1,1,protein_coding
ENSG00000276590,ENSG00000276590.5,ENST00000611821,ENST00000611821,ENST00000611821.4,1,protein_coding
ENSG00000273502,ENSG00000273502.4,ENST00000610437,ENST00000610437,ENST00000610437.4,1,protein_coding
ENSG00000275608,ENSG00000275608.5,ENST00000622416,ENST00000622416,ENST00000622416.1,1,protein_coding
ENSG00000274707,ENSG00000274707.5,ENST00000611411,ENST00000611411,ENST00000611411.4,1,protein_coding
ENSG00000276806,ENSG00000276806.1,ENST00000610869,ENST00000610869,ENST00000610869.1,1,protein_coding
ENSG00000276218,ENSG00000276218.5,ENST00000611207,ENST00000611207,ENST00000611207.4,1,protein_coding
ENSG00000278430,ENSG00000278430.4,ENST00000616354,ENST00000616354,ENST00000616354.4,1,protein_coding
ENSG00000274955,ENSG00000274955.4,ENST00000619637,ENST00000619637,ENST00000619637.4,1,protein_coding
ENSG00000278327,ENSG00000278327.5,ENST00000611990,ENST00000611990,ENST00000611990.4,1,protein_coding
ENSG00000278726,ENSG00000278726.4,ENST00000617398,ENST00000617398,ENST00000617398.4,1,protein_coding
ENSG00000276985,ENSG00000276985.4,ENST00000614226,ENST00000614226,ENST00000614226.4,1,protein_coding
ENSG00000273738,ENSG00000273738.4,ENST00000622737,ENST00000622737,ENST00000622737.4,1,protein_coding
ENSG00000261992,ENSG00000261992.2,ENST00000576342,ENST00000576342,ENST00000576342.2,1,protein_coding
ENSG00000276498,ENSG00000276498.5,ENST00000621225,ENST00000621225,ENST00000621225.2,1,protein_coding
ENSG00000274193,ENSG00000274193.4,ENST00000622882,ENST00000622882,ENST00000622882.4,1,protein_coding
ENSG00000275750,ENSG00000275750.1,ENST00000612504,ENST00000612504,ENST00000612504.1,1,protein_coding
ENSG00000274556,ENSG00000274556.1,ENST00000620803,ENST00000620803,ENST00000620803.1,1,protein_coding
ENSG00000278710,ENSG00000278710.4,ENST00000621701,ENST00000621701,ENST00000621701.4,1,protein_coding
ENSG00000273517,ENSG00000273517.1,ENST00000622039,ENST00000622039,ENST00000622039.1,1,protein_coding
ENSG00000274108,ENSG00000274108.5,ENST00000617593,ENST00000617593,ENST00000617593.4,1,protein_coding
ENSG00000274920,ENSG00000274920.5,ENST00000611451,ENST00000611451,ENST00000611451.4,1,protein_coding
ENSG00000274146,ENSG00000274146.5,ENST00000621718,ENST00000621718,ENST00000621718.4,1,protein_coding
ENSG00000277630,ENSG00000277630.4,ENST00000616049,ENST00000616049,ENST00000616049.4,1,protein_coding
ENSG00000277657,ENSG00000277657.1,ENST00000611193,ENST00000611193,ENST00000611193.1,1,protein_coding
ENSG00000275937,ENSG00000275937.1,ENST00000615969,ENST00000615969,ENST00000615969.1,1,protein_coding
ENSG00000277885,ENSG00000277885.1,ENST00000610441,ENST00000610441,ENST00000610441.1,1,protein_coding
ENSG00000263163,ENSG00000263163.5,ENST00000575439,ENST00000575439,ENST00000575439.5,1,protein_coding
ENSG00000276011,ENSG00000276011.1,ENST00000619621,ENST00000619621,ENST00000619621.1,1,protein_coding
ENSG00000273518,ENSG00000273518.5,ENST00000617680,ENST00000617680,ENST00000617680.4,1,protein_coding
ENSG00000277362,ENSG00000277362.1,ENST00000613053,ENST00000613053,ENST00000613053.1,1,protein_coding
ENSG00000278474,ENSG00000278474.4,ENST00000611628,ENST00000611628,ENST00000611628.4,1,protein_coding
ENSG00000276395,ENSG00000276395.1,ENST00000617469,ENST00000617469,ENST00000617469.1,1,protein_coding
ENSG00000277596,ENSG00000277596.1,ENST00000612095,ENST00000612095,ENST00000612095.1,1,protein_coding
ENSG00000278821,ENSG00000278821.4,ENST00000617376,ENST00000617376,ENST00000617376.1,1,protein_coding
ENSG00000277251,ENSG00000277251.5,ENST00000622560,ENST00000622560,ENST00000622560.4,1,protein_coding
ENSG00000269823,ENSG00000269823.1,ENST00000599578,ENST00000599578,ENST00000599578.1,1,protein_coding
ENSG00000274563,ENSG00000274563.1,ENST00000619788,ENST00000619788,ENST00000619788.1,1,protein_coding
ENSG00000275970,ENSG00000275970.4,ENST00000620801,ENST00000620801,ENST00000620801.4,1,protein_coding
ENSG00000277356,ENSG00000277356.1,ENST00000618987,ENST00000618987,ENST00000618987.1,1,protein_coding
ENSG00000273794,ENSG00000273794.4,ENST00000612312,ENST00000612312,ENST00000612312.1,1,protein_coding
ENSG00000275513,ENSG00000275513.1,ENST00000611573,ENST00000611573,ENST00000611573.1,1,protein_coding
ENSG00000278442,ENSG00000278442.4,ENST00000613610,ENST00000613610,ENST00000613610.4,1,protein_coding
ENSG00000273498,ENSG00000273498.4,ENST00000611434,ENST00000611434,ENST00000611434.4,1,protein_coding
ENSG00000278758,ENSG00000278758.4,ENST00000613891,ENST00000613891,ENST00000613891.4,1,protein_coding
ENSG00000274438,ENSG00000274438.1,ENST00000612182,ENST00000612182,ENST00000612182.1,1,protein_coding
ENSG00000275269,ENSG00000275269.4,ENST00000619385,ENST00000619385,ENST00000619385.4,1,protein_coding
ENSG00000278490,ENSG00000278490.1,ENST00000613313,ENST00000613313,ENST00000613313.1,1,protein_coding
ENSG00000277552,ENSG00000277552.1,ENST00000611367,ENST00000611367,ENST00000611367.1,1,protein_coding
ENSG00000278277,ENSG00000278277.1,ENST00000611199,ENST00000611199,ENST00000611199.1,1,protein_coding
ENSG00000278692,ENSG00000278692.1,ENST00000618870,ENST00000618870,ENST00000618870.1,1,protein_coding
ENSG00000279566,ENSG00000279566.1,ENST00000624335,ENST00000624335,ENST00000624335.1,1,protein_coding
ENSG00000275735,ENSG00000275735.1,ENST00000618364,ENST00000618364,ENST00000618364.1,1,protein_coding
ENSG00000262647,ENSG00000262647.3,ENST00000575017,ENST00000575017,ENST00000575017.3,1,protein_coding
ENSG00000275974,ENSG00000275974.2,ENST00000369222,ENST00000369222,ENST00000369222.5,1,protein_coding
ENSG00000276310,ENSG00000276310.1,ENST00000610627,ENST00000610627,ENST00000610627.1,1,protein_coding
ENSG00000278025,ENSG00000278025.4,ENST00000618798,ENST00000618798,ENST00000618798.4,1,protein_coding
ENSG00000274746,ENSG00000274746.4,ENST00000614218,ENST00000614218,ENST00000614218.4,1,protein_coding
ENSG00000275136,ENSG00000275136.4,ENST00000621702,ENST00000621702,ENST00000621702.4,1,protein_coding
ENSG00000261958,ENSG00000261958.1,ENST00000573911,ENST00000573911,ENST00000573911.1,1,protein_coding
ENSG00000262191,ENSG00000262191.1,ENST00000571130,ENST00000571130,ENST00000571130.1,1,protein_coding
ENSG00000281935,ENSG00000281935.1,ENST00000631855,ENST00000631855,ENST00000631855.1,1,protein_coding
ENSG00000275262,ENSG00000275262.4,ENST00000615308,ENST00000615308,ENST00000615308.4,1,protein_coding
ENSG00000274786,ENSG00000274786.1,ENST00000610861,ENST00000610861,ENST00000610861.1,1,protein_coding
ENSG00000274947,ENSG00000274947.1,ENST00000619771,ENST00000619771,ENST00000619771.1,1,protein_coding
ENSG00000277750,ENSG00000277750.1,ENST00000614653,ENST00000614653,ENST00000614653.1,1,protein_coding
ENSG00000276459,ENSG00000276459.5,ENST00000622644,ENST00000622644,ENST00000622644.4,1,protein_coding
ENSG00000278606,ENSG00000278606.4,ENST00000618640,ENST00000618640,ENST00000618640.1,1,protein_coding
ENSG00000278361,ENSG00000278361.4,ENST00000617666,ENST00000617666,ENST00000617666.4,1,protein_coding
ENSG00000267728,ENSG00000267728.3,ENST00000592900,ENST00000592900,ENST00000592900.1,1,protein_coding
ENSG00000263090,ENSG00000263090.5,ENST00000572513,ENST00000572513,ENST00000572513.1,1,protein_coding
ENSG00000262512,ENSG00000262512.2,ENST00000575341,ENST00000575341,ENST00000575341.2,1,protein_coding
ENSG00000262749,ENSG00000262749.2,ENST00000571096,ENST00000571096,ENST00000571096.2,1,protein_coding
ENSG00000267635,ENSG00000267635.1,ENST00000574248,ENST00000574248,ENST00000574248.2,1,protein_coding
ENSG00000262218,ENSG00000262218.1,ENST00000576125,ENST00000576125,ENST00000576125.1,1,protein_coding
ENSG00000275629,ENSG00000275629.4,ENST00000616438,ENST00000616438,ENST00000616438.4,1,protein_coding
ENSG00000275035,ENSG00000275035.2,ENST00000632401,ENST00000632401,ENST00000632401.1,1,protein_coding
ENSG00000278079,ENSG00000278079.6,ENST00000610602,ENST00000610602,ENST00000610602.4,1,protein_coding
ENSG00000277392,ENSG00000277392.1,ENST00000615880,ENST00000615880,ENST00000615880.1,1,protein_coding
ENSG00000281763,ENSG00000281763.2,ENST00000626678,ENST00000626678,ENST00000626678.1,1,protein_coding
ENSG00000278248,ENSG00000278248.1,ENST00000620588,ENST00000620588,ENST00000620588.1,1,protein_coding
ENSG00000276084,ENSG00000276084.1,ENST00000618394,ENST00000618394,ENST00000618394.1,1,protein_coding
ENSG00000275428,ENSG00000275428.2,ENST00000621609,ENST00000621609,ENST00000621609.2,1,protein_coding
ENSG00000277850,ENSG00000277850.4,ENST00000619802,ENST00000619802,ENST00000619802.1,1,protein_coding
ENSG00000275353,ENSG00000275353.1,ENST00000617825,ENST00000617825,ENST00000617825.1,1,protein_coding
ENSG00000278427,ENSG00000278427.5,ENST00000615523,ENST00000615523,ENST00000615523.4,1,protein_coding
ENSG00000274465,ENSG00000274465.5,ENST00000620611,ENST00000620611,ENST00000620611.1,1,protein_coding
ENSG00000275253,ENSG00000275253.1,ENST00000614231,ENST00000614231,ENST00000614231.1,1,protein_coding
ENSG00000277442,ENSG00000277442.4,ENST00000614976,ENST00000614976,ENST00000614976.4,1,protein_coding
ENSG00000278780,ENSG00000278780.4,ENST00000625163,ENST00000625163,ENST00000625163.3,1,protein_coding
ENSG00000277076,ENSG00000277076.4,ENST00000621636,ENST00000621636,ENST00000621636.4,1,protein_coding
ENSG00000281775,ENSG00000281775.2,ENST00000625428,ENST00000625428,ENST00000625428.2,1,protein_coding
ENSG00000277196,ENSG00000277196.4,ENST00000621424,ENST00000621424,ENST00000621424.4,1,protein_coding
ENSG00000277028,ENSG00000277028.1,ENST00000622043,ENST00000622043,ENST00000622043.1,1,protein_coding
ENSG00000276371,ENSG00000276371.2,ENST00000617411,ENST00000617411,ENST00000617411.2,1,protein_coding
ENSG00000278788,ENSG00000278788.4,ENST00000631948,ENST00000631948,ENST00000631948.1,1,protein_coding
ENSG00000278817,ENSG00000278817.1,ENST00000613204,ENST00000613204,ENST00000613204.1,1,protein_coding
ENSG00000276017,ENSG00000276017.1,ENST00000617983,ENST00000617983,ENST00000617983.1,1,protein_coding
ENSG00000277101,ENSG00000277101.4,ENST00000618535,ENST00000618535,ENST00000618535.3,1,protein_coding
ENSG00000281151,ENSG00000281151.2,ENST00000627948,ENST00000627948,ENST00000627948.2,1,protein_coding
ENSG00000278091,ENSG00000278091.4,ENST00000615320,ENST00000615320,ENST00000615320.4,1,protein_coding
ENSG00000262102,ENSG00000262102.1,ENST00000572659,ENST00000572659,ENST00000572659.1,1,protein_coding
ENSG00000281020,ENSG00000281020.2,ENST00000625507,ENST00000625507,ENST00000625507.1,1,protein_coding
ENSG00000277833,ENSG00000277833.4,ENST00000620449,ENST00000620449,ENST00000620449.1,1,protein_coding
ENSG00000275050,ENSG00000275050.4,ENST00000452874,ENST00000452874,ENST00000452874.3,1,protein_coding
ENSG00000280830,ENSG00000280830.1,ENST00000627048,ENST00000627048,ENST00000627048.1,1,protein_coding
ENSG00000275546,ENSG00000275546.5,ENST00000611724,ENST00000611724,ENST00000611724.4,1,protein_coding
ENSG00000279389,ENSG00000279389.3,ENST00000623152,ENST00000623152,ENST00000623152.1,1,protein_coding
ENSG00000275416,ENSG00000275416.4,ENST00000621155,ENST00000621155,ENST00000621155.4,1,protein_coding
ENSG00000276357,ENSG00000276357.4,ENST00000614753,ENST00000614753,ENST00000614753.4,1,protein_coding
ENSG00000276333,ENSG00000276333.2,ENST00000293937,ENST00000293937,ENST00000293937.5,1,protein_coding
ENSG00000274402,ENSG00000274402.1,ENST00000619702,ENST00000619702,ENST00000619702.1,1,protein_coding
ENSG00000274891,ENSG00000274891.3,ENST00000618133,ENST00000618133,ENST00000618133.3,1,protein_coding
ENSG00000276882,ENSG00000276882.4,ENST00000610587,ENST00000610587,ENST00000610587.4,1,protein_coding
ENSG00000274429,ENSG00000274429.2,ENST00000614211,ENST00000614211,ENST00000614211.2,1,protein_coding
ENSG00000278116,ENSG00000278116.1,ENST00000621273,ENST00000621273,ENST00000621273.1,1,protein_coding
ENSG00000262573,ENSG00000262573.2,ENST00000571104,ENST00000571104,ENST00000571104.1,1,protein_coding
ENSG00000262896,ENSG00000262896.2,ENST00000570861,ENST00000570861,ENST00000570861.2,1,protein_coding
ENSG00000275500,ENSG00000275500.1,ENST00000620545,ENST00000620545,ENST00000620545.1,1,protein_coding
ENSG00000263263,ENSG00000263263.1,ENST00000576511,ENST00000576511,ENST00000576511.1,1,protein_coding
ENSG00000277175,ENSG00000277175.5,ENST00000610345,ENST00000610345,ENST00000610345.4,1,protein_coding
ENSG00000281289,ENSG00000281289.2,ENST00000630761,ENST00000630761,ENST00000630761.2,1,protein_coding
ENSG00000262221,ENSG00000262221.1,ENST00000573531,ENST00000573531,ENST00000573531.1,1,protein_coding
ENSG00000262542,ENSG00000262542.1,ENST00000574737,ENST00000574737,ENST00000574737.1,1,protein_coding
ENSG00000275637,ENSG00000275637.4,ENST00000617741,ENST00000617741,ENST00000617741.4,1,protein_coding
ENSG00000276327,ENSG00000276327.1,ENST00000611996,ENST00000611996,ENST00000611996.1,1,protein_coding
ENSG00000262594,ENSG00000262594.4,ENST00000570825,ENST00000570825,ENST00000570825.1,1,protein_coding
ENSG00000276582,ENSG00000276582.1,ENST00000618180,ENST00000618180,ENST00000618180.1,1,protein_coding
ENSG00000278809,ENSG00000278809.4,ENST00000611608,ENST00000611608,ENST00000611608.4,1,protein_coding
ENSG00000275626,ENSG00000275626.4,ENST00000619683,ENST00000619683,ENST00000619683.4,1,protein_coding
ENSG00000278495,ENSG00000278495.4,ENST00000611849,ENST00000611849,ENST00000611849.1,1,protein_coding
ENSG00000280635,ENSG00000280635.1,ENST00000629850,ENST00000629850,ENST00000629850.1,1,protein_coding
ENSG00000281486,ENSG00000281486.1,ENST00000627224,ENST00000627224,ENST00000627224.1,1,protein_coding
ENSG00000274382,ENSG00000274382.2,ENST00000614006,ENST00000614006,ENST00000614006.2,1,protein_coding
ENSG00000274679,ENSG00000274679.4,ENST00000621926,ENST00000621926,ENST00000621926.3,1,protein_coding
ENSG00000282302,ENSG00000282302.4,ENST00000633557,ENST00000633557,ENST00000633557.1,1,protein_coding
ENSG00000262860,ENSG00000262860.5,ENST00000575811,ENST00000575811,ENST00000575811.5,1,protein_coding
ENSG00000275051,ENSG00000275051.2,ENST00000613226,ENST00000613226,ENST00000613226.2,1,protein_coding
ENSG00000278373,ENSG00000278373.4,ENST00000622133,ENST00000622133,ENST00000622133.4,1,protein_coding
ENSG00000278368,ENSG00000278368.5,ENST00000620062,ENST00000620062,ENST00000620062.4,1,protein_coding
ENSG00000280759,ENSG00000280759.2,ENST00000626787,ENST00000626787,ENST00000626787.2,1,protein_coding
ENSG00000274639,ENSG00000274639.1,ENST00000613010,ENST00000613010,ENST00000613010.1,1,protein_coding
ENSG00000276256,ENSG00000276256.1,ENST00000612465,ENST00000612465,ENST00000612465.1,1,protein_coding
ENSG00000278229,ENSG00000278229.2,ENST00000632419,ENST00000632419,ENST00000632419.1,1,protein_coding
