chr_part	length	gRNA_count	directory	filename
1.part115	NA	200000	gRNA.tab.gz.split	1.part115.tab.gz
1.part116	NA	200000	gRNA.tab.gz.split	1.part116.tab.gz
1.part117	NA	200000	gRNA.tab.gz.split	1.part117.tab.gz
1.part118	NA	200000	gRNA.tab.gz.split	1.part118.tab.gz
1.part119	NA	200000	gRNA.tab.gz.split	1.part119.tab.gz
1.part120	NA	200000	gRNA.tab.gz.split	1.part120.tab.gz
1.part121	NA	200000	gRNA.tab.gz.split	1.part121.tab.gz
1.part122	NA	200000	gRNA.tab.gz.split	1.part122.tab.gz
1.part123	NA	200000	gRNA.tab.gz.split	1.part123.tab.gz
1.part124	NA	158058	gRNA.tab.gz.split	1.part124.tab.gz
10.part0	NA	200000	gRNA.tab.gz.split	10.part0.tab.gz
10.part1	NA	200000	gRNA.tab.gz.split	10.part1.tab.gz
10.part2	NA	200000	gRNA.tab.gz.split	10.part2.tab.gz
10.part3	NA	200000	gRNA.tab.gz.split	10.part3.tab.gz
10.part4	NA	200000	gRNA.tab.gz.split	10.part4.tab.gz
10.part5	NA	200000	gRNA.tab.gz.split	10.part5.tab.gz
10.part6	NA	200000	gRNA.tab.gz.split	10.part6.tab.gz
10.part7	NA	200000	gRNA.tab.gz.split	10.part7.tab.gz
10.part8	NA	200000	gRNA.tab.gz.split	10.part8.tab.gz
10.part9	NA	200000	gRNA.tab.gz.split	10.part9.tab.gz
10.part10	NA	200000	gRNA.tab.gz.split	10.part10.tab.gz
10.part11	NA	200000	gRNA.tab.gz.split	10.part11.tab.gz
10.part12	NA	200000	gRNA.tab.gz.split	10.part12.tab.gz
10.part13	NA	200000	gRNA.tab.gz.split	10.part13.tab.gz
10.part14	NA	200000	gRNA.tab.gz.split	10.part14.tab.gz
10.part15	NA	200000	gRNA.tab.gz.split	10.part15.tab.gz
10.part16	NA	200000	gRNA.tab.gz.split	10.part16.tab.gz
10.part17	NA	200000	gRNA.tab.gz.split	10.part17.tab.gz
10.part18	NA	200000	gRNA.tab.gz.split	10.part18.tab.gz
10.part19	NA	200000	gRNA.tab.gz.split	10.part19.tab.gz
10.part20	NA	200000	gRNA.tab.gz.split	10.part20.tab.gz
10.part21	NA	200000	gRNA.tab.gz.split	10.part21.tab.gz
10.part22	NA	200000	gRNA.tab.gz.split	10.part22.tab.gz
10.part23	NA	200000	gRNA.tab.gz.split	10.part23.tab.gz
10.part24	NA	200000	gRNA.tab.gz.split	10.part24.tab.gz
10.part25	NA	200000	gRNA.tab.gz.split	10.part25.tab.gz
10.part26	NA	200000	gRNA.tab.gz.split	10.part26.tab.gz
10.part27	NA	200000	gRNA.tab.gz.split	10.part27.tab.gz
10.part28	NA	200000	gRNA.tab.gz.split	10.part28.tab.gz
10.part29	NA	200000	gRNA.tab.gz.split	10.part29.tab.gz
10.part30	NA	200000	gRNA.tab.gz.split	10.part30.tab.gz
10.part31	NA	200000	gRNA.tab.gz.split	10.part31.tab.gz
10.part32	NA	200000	gRNA.tab.gz.split	10.part32.tab.gz
10.part33	NA	200000	gRNA.tab.gz.split	10.part33.tab.gz
10.part34	NA	200000	gRNA.tab.gz.split	10.part34.tab.gz
10.part35	NA	200000	gRNA.tab.gz.split	10.part35.tab.gz
10.part36	NA	200000	gRNA.tab.gz.split	10.part36.tab.gz
10.part37	NA	200000	gRNA.tab.gz.split	10.part37.tab.gz
10.part38	NA	200000	gRNA.tab.gz.split	10.part38.tab.gz
10.part39	NA	200000	gRNA.tab.gz.split	10.part39.tab.gz
10.part40	NA	200000	gRNA.tab.gz.split	10.part40.tab.gz
10.part41	NA	200000	gRNA.tab.gz.split	10.part41.tab.gz
10.part42	NA	200000	gRNA.tab.gz.split	10.part42.tab.gz
10.part43	NA	200000	gRNA.tab.gz.split	10.part43.tab.gz
10.part44	NA	200000	gRNA.tab.gz.split	10.part44.tab.gz
10.part45	NA	200000	gRNA.tab.gz.split	10.part45.tab.gz
10.part46	NA	200000	gRNA.tab.gz.split	10.part46.tab.gz
10.part47	NA	200000	gRNA.tab.gz.split	10.part47.tab.gz
10.part48	NA	200000	gRNA.tab.gz.split	10.part48.tab.gz
10.part49	NA	200000	gRNA.tab.gz.split	10.part49.tab.gz
10.part50	NA	200000	gRNA.tab.gz.split	10.part50.tab.gz
10.part51	NA	200000	gRNA.tab.gz.split	10.part51.tab.gz
10.part52	NA	200000	gRNA.tab.gz.split	10.part52.tab.gz
10.part53	NA	200000	gRNA.tab.gz.split	10.part53.tab.gz
10.part54	NA	200000	gRNA.tab.gz.split	10.part54.tab.gz
10.part55	NA	200000	gRNA.tab.gz.split	10.part55.tab.gz
10.part56	NA	200000	gRNA.tab.gz.split	10.part56.tab.gz
10.part57	NA	200000	gRNA.tab.gz.split	10.part57.tab.gz
10.part58	NA	200000	gRNA.tab.gz.split	10.part58.tab.gz
10.part59	NA	200000	gRNA.tab.gz.split	10.part59.tab.gz
10.part60	NA	200000	gRNA.tab.gz.split	10.part60.tab.gz
10.part61	NA	200000	gRNA.tab.gz.split	10.part61.tab.gz
10.part62	NA	200000	gRNA.tab.gz.split	10.part62.tab.gz
10.part63	NA	200000	gRNA.tab.gz.split	10.part63.tab.gz
10.part64	NA	200000	gRNA.tab.gz.split	10.part64.tab.gz
10.part65	NA	200000	gRNA.tab.gz.split	10.part65.tab.gz
10.part66	NA	200000	gRNA.tab.gz.split	10.part66.tab.gz
10.part67	NA	200000	gRNA.tab.gz.split	10.part67.tab.gz
10.part68	NA	200000	gRNA.tab.gz.split	10.part68.tab.gz
10.part69	NA	200000	gRNA.tab.gz.split	10.part69.tab.gz
10.part70	NA	200000	gRNA.tab.gz.split	10.part70.tab.gz
10.part71	NA	3970	gRNA.tab.gz.split	10.part71.tab.gz
11.part0	NA	200000	gRNA.tab.gz.split	11.part0.tab.gz
11.part1	NA	200000	gRNA.tab.gz.split	11.part1.tab.gz
11.part2	NA	200000	gRNA.tab.gz.split	11.part2.tab.gz
11.part3	NA	200000	gRNA.tab.gz.split	11.part3.tab.gz
11.part4	NA	200000	gRNA.tab.gz.split	11.part4.tab.gz
11.part5	NA	200000	gRNA.tab.gz.split	11.part5.tab.gz
11.part6	NA	200000	gRNA.tab.gz.split	11.part6.tab.gz
11.part7	NA	200000	gRNA.tab.gz.split	11.part7.tab.gz
11.part8	NA	200000	gRNA.tab.gz.split	11.part8.tab.gz
11.part9	NA	200000	gRNA.tab.gz.split	11.part9.tab.gz
11.part10	NA	200000	gRNA.tab.gz.split	11.part10.tab.gz
11.part11	NA	200000	gRNA.tab.gz.split	11.part11.tab.gz
11.part12	NA	200000	gRNA.tab.gz.split	11.part12.tab.gz
11.part13	NA	200000	gRNA.tab.gz.split	11.part13.tab.gz
11.part14	NA	200000	gRNA.tab.gz.split	11.part14.tab.gz
11.part15	NA	200000	gRNA.tab.gz.split	11.part15.tab.gz
11.part16	NA	200000	gRNA.tab.gz.split	11.part16.tab.gz
11.part17	NA	200000	gRNA.tab.gz.split	11.part17.tab.gz
11.part18	NA	200000	gRNA.tab.gz.split	11.part18.tab.gz
11.part19	NA	200000	gRNA.tab.gz.split	11.part19.tab.gz
11.part20	NA	200000	gRNA.tab.gz.split	11.part20.tab.gz
11.part21	NA	200000	gRNA.tab.gz.split	11.part21.tab.gz
11.part22	NA	200000	gRNA.tab.gz.split	11.part22.tab.gz
11.part23	NA	200000	gRNA.tab.gz.split	11.part23.tab.gz
11.part24	NA	200000	gRNA.tab.gz.split	11.part24.tab.gz
11.part25	NA	200000	gRNA.tab.gz.split	11.part25.tab.gz
11.part26	NA	200000	gRNA.tab.gz.split	11.part26.tab.gz
11.part27	NA	200000	gRNA.tab.gz.split	11.part27.tab.gz
11.part28	NA	200000	gRNA.tab.gz.split	11.part28.tab.gz
11.part29	NA	200000	gRNA.tab.gz.split	11.part29.tab.gz
11.part30	NA	200000	gRNA.tab.gz.split	11.part30.tab.gz
11.part31	NA	200000	gRNA.tab.gz.split	11.part31.tab.gz
11.part32	NA	200000	gRNA.tab.gz.split	11.part32.tab.gz
11.part33	NA	200000	gRNA.tab.gz.split	11.part33.tab.gz
11.part34	NA	200000	gRNA.tab.gz.split	11.part34.tab.gz
11.part35	NA	200000	gRNA.tab.gz.split	11.part35.tab.gz
11.part36	NA	200000	gRNA.tab.gz.split	11.part36.tab.gz
11.part37	NA	200000	gRNA.tab.gz.split	11.part37.tab.gz
11.part38	NA	200000	gRNA.tab.gz.split	11.part38.tab.gz
11.part39	NA	200000	gRNA.tab.gz.split	11.part39.tab.gz
11.part40	NA	200000	gRNA.tab.gz.split	11.part40.tab.gz
11.part41	NA	200000	gRNA.tab.gz.split	11.part41.tab.gz
11.part42	NA	200000	gRNA.tab.gz.split	11.part42.tab.gz
11.part43	NA	200000	gRNA.tab.gz.split	11.part43.tab.gz
11.part44	NA	200000	gRNA.tab.gz.split	11.part44.tab.gz
11.part45	NA	200000	gRNA.tab.gz.split	11.part45.tab.gz
11.part46	NA	200000	gRNA.tab.gz.split	11.part46.tab.gz
11.part47	NA	200000	gRNA.tab.gz.split	11.part47.tab.gz
11.part48	NA	200000	gRNA.tab.gz.split	11.part48.tab.gz
11.part49	NA	200000	gRNA.tab.gz.split	11.part49.tab.gz
11.part50	NA	200000	gRNA.tab.gz.split	11.part50.tab.gz
11.part51	NA	200000	gRNA.tab.gz.split	11.part51.tab.gz
11.part52	NA	200000	gRNA.tab.gz.split	11.part52.tab.gz
11.part53	NA	200000	gRNA.tab.gz.split	11.part53.tab.gz
11.part54	NA	200000	gRNA.tab.gz.split	11.part54.tab.gz
11.part55	NA	200000	gRNA.tab.gz.split	11.part55.tab.gz
11.part56	NA	200000	gRNA.tab.gz.split	11.part56.tab.gz
11.part57	NA	200000	gRNA.tab.gz.split	11.part57.tab.gz
11.part58	NA	200000	gRNA.tab.gz.split	11.part58.tab.gz
11.part59	NA	200000	gRNA.tab.gz.split	11.part59.tab.gz
11.part60	NA	200000	gRNA.tab.gz.split	11.part60.tab.gz
11.part61	NA	200000	gRNA.tab.gz.split	11.part61.tab.gz
11.part62	NA	200000	gRNA.tab.gz.split	11.part62.tab.gz
11.part63	NA	200000	gRNA.tab.gz.split	11.part63.tab.gz
11.part64	NA	200000	gRNA.tab.gz.split	11.part64.tab.gz
11.part65	NA	200000	gRNA.tab.gz.split	11.part65.tab.gz
11.part66	NA	200000	gRNA.tab.gz.split	11.part66.tab.gz
11.part67	NA	200000	gRNA.tab.gz.split	11.part67.tab.gz
11.part68	NA	200000	gRNA.tab.gz.split	11.part68.tab.gz
11.part69	NA	200000	gRNA.tab.gz.split	11.part69.tab.gz
11.part70	NA	200000	gRNA.tab.gz.split	11.part70.tab.gz
11.part71	NA	200000	gRNA.tab.gz.split	11.part71.tab.gz
11.part72	NA	9297	gRNA.tab.gz.split	11.part72.tab.gz
12.part0	NA	200000	gRNA.tab.gz.split	12.part0.tab.gz
12.part1	NA	200000	gRNA.tab.gz.split	12.part1.tab.gz
12.part2	NA	200000	gRNA.tab.gz.split	12.part2.tab.gz
12.part3	NA	200000	gRNA.tab.gz.split	12.part3.tab.gz
12.part4	NA	200000	gRNA.tab.gz.split	12.part4.tab.gz
12.part5	NA	200000	gRNA.tab.gz.split	12.part5.tab.gz
12.part6	NA	200000	gRNA.tab.gz.split	12.part6.tab.gz
12.part7	NA	200000	gRNA.tab.gz.split	12.part7.tab.gz
12.part8	NA	200000	gRNA.tab.gz.split	12.part8.tab.gz
12.part9	NA	200000	gRNA.tab.gz.split	12.part9.tab.gz
12.part10	NA	200000	gRNA.tab.gz.split	12.part10.tab.gz
12.part11	NA	200000	gRNA.tab.gz.split	12.part11.tab.gz
12.part12	NA	200000	gRNA.tab.gz.split	12.part12.tab.gz
12.part13	NA	200000	gRNA.tab.gz.split	12.part13.tab.gz
12.part14	NA	200000	gRNA.tab.gz.split	12.part14.tab.gz
12.part15	NA	200000	gRNA.tab.gz.split	12.part15.tab.gz
12.part16	NA	200000	gRNA.tab.gz.split	12.part16.tab.gz
12.part17	NA	200000	gRNA.tab.gz.split	12.part17.tab.gz
12.part18	NA	200000	gRNA.tab.gz.split	12.part18.tab.gz
12.part19	NA	200000	gRNA.tab.gz.split	12.part19.tab.gz
12.part20	NA	200000	gRNA.tab.gz.split	12.part20.tab.gz
12.part21	NA	200000	gRNA.tab.gz.split	12.part21.tab.gz
12.part22	NA	200000	gRNA.tab.gz.split	12.part22.tab.gz
12.part23	NA	200000	gRNA.tab.gz.split	12.part23.tab.gz
12.part24	NA	200000	gRNA.tab.gz.split	12.part24.tab.gz
12.part25	NA	200000	gRNA.tab.gz.split	12.part25.tab.gz
12.part26	NA	200000	gRNA.tab.gz.split	12.part26.tab.gz
12.part27	NA	200000	gRNA.tab.gz.split	12.part27.tab.gz
12.part28	NA	200000	gRNA.tab.gz.split	12.part28.tab.gz
12.part29	NA	200000	gRNA.tab.gz.split	12.part29.tab.gz
12.part30	NA	200000	gRNA.tab.gz.split	12.part30.tab.gz
12.part31	NA	200000	gRNA.tab.gz.split	12.part31.tab.gz
12.part32	NA	200000	gRNA.tab.gz.split	12.part32.tab.gz
12.part33	NA	200000	gRNA.tab.gz.split	12.part33.tab.gz
12.part34	NA	200000	gRNA.tab.gz.split	12.part34.tab.gz
12.part35	NA	200000	gRNA.tab.gz.split	12.part35.tab.gz
12.part36	NA	200000	gRNA.tab.gz.split	12.part36.tab.gz
12.part37	NA	200000	gRNA.tab.gz.split	12.part37.tab.gz
12.part38	NA	200000	gRNA.tab.gz.split	12.part38.tab.gz
12.part39	NA	200000	gRNA.tab.gz.split	12.part39.tab.gz
12.part40	NA	200000	gRNA.tab.gz.split	12.part40.tab.gz
12.part41	NA	200000	gRNA.tab.gz.split	12.part41.tab.gz
12.part42	NA	200000	gRNA.tab.gz.split	12.part42.tab.gz
12.part43	NA	200000	gRNA.tab.gz.split	12.part43.tab.gz
12.part44	NA	200000	gRNA.tab.gz.split	12.part44.tab.gz
12.part45	NA	200000	gRNA.tab.gz.split	12.part45.tab.gz
12.part46	NA	200000	gRNA.tab.gz.split	12.part46.tab.gz
12.part47	NA	200000	gRNA.tab.gz.split	12.part47.tab.gz
12.part48	NA	200000	gRNA.tab.gz.split	12.part48.tab.gz
12.part49	NA	200000	gRNA.tab.gz.split	12.part49.tab.gz
12.part50	NA	200000	gRNA.tab.gz.split	12.part50.tab.gz
12.part51	NA	200000	gRNA.tab.gz.split	12.part51.tab.gz
12.part52	NA	200000	gRNA.tab.gz.split	12.part52.tab.gz
12.part53	NA	200000	gRNA.tab.gz.split	12.part53.tab.gz
12.part54	NA	200000	gRNA.tab.gz.split	12.part54.tab.gz
12.part55	NA	200000	gRNA.tab.gz.split	12.part55.tab.gz
12.part56	NA	200000	gRNA.tab.gz.split	12.part56.tab.gz
12.part57	NA	200000	gRNA.tab.gz.split	12.part57.tab.gz
12.part58	NA	200000	gRNA.tab.gz.split	12.part58.tab.gz
12.part59	NA	200000	gRNA.tab.gz.split	12.part59.tab.gz
12.part60	NA	200000	gRNA.tab.gz.split	12.part60.tab.gz
12.part61	NA	200000	gRNA.tab.gz.split	12.part61.tab.gz
12.part62	NA	200000	gRNA.tab.gz.split	12.part62.tab.gz
12.part63	NA	200000	gRNA.tab.gz.split	12.part63.tab.gz
12.part64	NA	200000	gRNA.tab.gz.split	12.part64.tab.gz
12.part65	NA	200000	gRNA.tab.gz.split	12.part65.tab.gz
12.part66	NA	200000	gRNA.tab.gz.split	12.part66.tab.gz
12.part67	NA	200000	gRNA.tab.gz.split	12.part67.tab.gz
12.part68	NA	101730	gRNA.tab.gz.split	12.part68.tab.gz
13.part0	NA	200000	gRNA.tab.gz.split	13.part0.tab.gz
13.part1	NA	200000	gRNA.tab.gz.split	13.part1.tab.gz
13.part2	NA	200000	gRNA.tab.gz.split	13.part2.tab.gz
13.part3	NA	200000	gRNA.tab.gz.split	13.part3.tab.gz
13.part4	NA	200000	gRNA.tab.gz.split	13.part4.tab.gz
13.part5	NA	200000	gRNA.tab.gz.split	13.part5.tab.gz
13.part6	NA	200000	gRNA.tab.gz.split	13.part6.tab.gz
13.part7	NA	200000	gRNA.tab.gz.split	13.part7.tab.gz
13.part8	NA	200000	gRNA.tab.gz.split	13.part8.tab.gz
13.part9	NA	200000	gRNA.tab.gz.split	13.part9.tab.gz
13.part10	NA	200000	gRNA.tab.gz.split	13.part10.tab.gz
13.part11	NA	200000	gRNA.tab.gz.split	13.part11.tab.gz
13.part12	NA	200000	gRNA.tab.gz.split	13.part12.tab.gz
13.part13	NA	200000	gRNA.tab.gz.split	13.part13.tab.gz
13.part14	NA	200000	gRNA.tab.gz.split	13.part14.tab.gz
13.part15	NA	200000	gRNA.tab.gz.split	13.part15.tab.gz
13.part16	NA	200000	gRNA.tab.gz.split	13.part16.tab.gz
13.part17	NA	200000	gRNA.tab.gz.split	13.part17.tab.gz
13.part18	NA	200000	gRNA.tab.gz.split	13.part18.tab.gz
13.part19	NA	200000	gRNA.tab.gz.split	13.part19.tab.gz
13.part20	NA	200000	gRNA.tab.gz.split	13.part20.tab.gz
13.part21	NA	200000	gRNA.tab.gz.split	13.part21.tab.gz
13.part22	NA	200000	gRNA.tab.gz.split	13.part22.tab.gz
13.part23	NA	200000	gRNA.tab.gz.split	13.part23.tab.gz
13.part24	NA	200000	gRNA.tab.gz.split	13.part24.tab.gz
13.part25	NA	200000	gRNA.tab.gz.split	13.part25.tab.gz
13.part26	NA	200000	gRNA.tab.gz.split	13.part26.tab.gz
13.part27	NA	200000	gRNA.tab.gz.split	13.part27.tab.gz
13.part28	NA	200000	gRNA.tab.gz.split	13.part28.tab.gz
13.part29	NA	200000	gRNA.tab.gz.split	13.part29.tab.gz
13.part30	NA	200000	gRNA.tab.gz.split	13.part30.tab.gz
13.part31	NA	200000	gRNA.tab.gz.split	13.part31.tab.gz
13.part32	NA	200000	gRNA.tab.gz.split	13.part32.tab.gz
13.part33	NA	200000	gRNA.tab.gz.split	13.part33.tab.gz
13.part34	NA	200000	gRNA.tab.gz.split	13.part34.tab.gz
13.part35	NA	200000	gRNA.tab.gz.split	13.part35.tab.gz
13.part36	NA	200000	gRNA.tab.gz.split	13.part36.tab.gz
13.part37	NA	200000	gRNA.tab.gz.split	13.part37.tab.gz
13.part38	NA	200000	gRNA.tab.gz.split	13.part38.tab.gz
13.part39	NA	200000	gRNA.tab.gz.split	13.part39.tab.gz
13.part40	NA	200000	gRNA.tab.gz.split	13.part40.tab.gz
13.part41	NA	200000	gRNA.tab.gz.split	13.part41.tab.gz
13.part42	NA	200000	gRNA.tab.gz.split	13.part42.tab.gz
13.part43	NA	200000	gRNA.tab.gz.split	13.part43.tab.gz
13.part44	NA	115397	gRNA.tab.gz.split	13.part44.tab.gz
14.part0	NA	200000	gRNA.tab.gz.split	14.part0.tab.gz
14.part1	NA	200000	gRNA.tab.gz.split	14.part1.tab.gz
14.part2	NA	200000	gRNA.tab.gz.split	14.part2.tab.gz
14.part3	NA	200000	gRNA.tab.gz.split	14.part3.tab.gz
14.part4	NA	200000	gRNA.tab.gz.split	14.part4.tab.gz
14.part5	NA	200000	gRNA.tab.gz.split	14.part5.tab.gz
14.part6	NA	200000	gRNA.tab.gz.split	14.part6.tab.gz
14.part7	NA	200000	gRNA.tab.gz.split	14.part7.tab.gz
14.part8	NA	200000	gRNA.tab.gz.split	14.part8.tab.gz
14.part9	NA	200000	gRNA.tab.gz.split	14.part9.tab.gz
14.part10	NA	200000	gRNA.tab.gz.split	14.part10.tab.gz
14.part11	NA	200000	gRNA.tab.gz.split	14.part11.tab.gz
14.part12	NA	200000	gRNA.tab.gz.split	14.part12.tab.gz
14.part13	NA	200000	gRNA.tab.gz.split	14.part13.tab.gz
